lambda_1,lambda_2,lambda_3,perplexity
0.9751,0.0209,0.004,15.357975536251967
0.9751,0.021,0.0039,15.397123493379349
0.9751,0.0211,0.0038,15.435863407651143
0.9751,0.0212,0.0037,15.4749121975648
0.9751,0.0213,0.0036,15.513575291377562
0.9751,0.0214,0.0035,15.55249243097306
0.9751,0.0215,0.0034,15.591399062628422
0.9751,0.0216,0.0033,15.63027347233702
0.9751,0.0217,0.0032,15.66912925423522
0.9751,0.0218,0.0031,15.707750568463346
0.9751,0.0219,0.003,15.746673918406335
0.9751,0.022,0.0029,15.785260818427064
0.9751,0.0221,0.0028,15.824001904609325
0.9751,0.0222,0.0027,15.862719201836903
0.9751,0.0223,0.0026,15.901320838747468
0.9751,0.0224,0.0025,15.93991170552935
0.9751,0.0225,0.0024,15.978692205898554
0.9751,0.0226,0.0023,16.017418207881256
0.9751,0.0227,0.0022,16.05594042936278
0.9751,0.0228,0.0021,16.094668613583394
0.9751,0.0229,0.002,16.133053284902026
0.9751,0.023,0.0019,16.171608912652854
0.9751,0.0231,0.0018,16.210106968715845
0.9751,0.0232,0.0017,16.24872550764669
0.9751,0.0233,0.0016,16.287137793230496
0.9751,0.0234,0.0015,16.32568663874617
0.9751,0.0235,0.0014,16.3642874342128
0.9751,0.0236,0.0013,16.402686479736285
0.9751,0.0237,0.0012,16.440944641971154
0.9751,0.0238,0.0011,16.479589167244722
0.9751,0.0239,0.001,16.518174590748103
0.9751,0.024,0.0009,16.556856563515463
0.9751,0.0241,0.0008,16.59545132274521
0.9751,0.0242,0.0007,16.63385416686564
0.9751,0.0243,0.0006,16.672660111502733
0.9751,0.0244,0.0005,16.711330575983542
0.9751,0.0245,0.0004,16.74993182104493
0.9751,0.0246,0.0003,16.78905712728501
0.9751,0.0247,0.0002,16.82813353044638
0.9751,0.0248,0.0001,16.867622148609122
0.9752,0.0125,0.0123,11.963094615825904
0.9752,0.0126,0.0122,12.005416121521073
0.9752,0.0127,0.0121,12.047364367204796
0.9752,0.0128,0.012,12.089459011374082
0.9752,0.0129,0.0119,12.131657179542952
0.9752,0.013,0.0118,12.173417736459553
0.9752,0.0131,0.0117,12.215602032524925
0.9752,0.0132,0.0116,12.25750716337804
0.9752,0.0133,0.0115,12.29923504833182
0.9752,0.0134,0.0114,12.341038487658032
0.9752,0.0135,0.0113,12.382602648383216
0.9752,0.0136,0.0112,12.424360234708459
0.9752,0.0137,0.0111,12.466158903842574
0.9752,0.0138,0.011,12.50753576444147
0.9752,0.0139,0.0109,12.549242296814226
0.9752,0.014,0.0108,12.590611817166097
0.9752,0.0141,0.0107,12.631980798760962
0.9752,0.0142,0.0106,12.673607819446072
0.9752,0.0143,0.0105,12.714744091951026
0.9752,0.0144,0.0104,12.756106502971363
0.9752,0.0145,0.0103,12.797429169365893
0.9752,0.0146,0.0102,12.838449397522766
0.9752,0.0147,0.0101,12.879952902987739
0.9752,0.0148,0.01,12.92077170384939
0.9752,0.0149,0.0099,12.961859932932928
0.9752,0.015,0.0098,13.002979798941851
0.9752,0.0151,0.0097,13.043771770629426
0.9752,0.0152,0.0096,13.084752558823217
0.9752,0.0153,0.0095,13.12573485768253
0.9752,0.0154,0.0094,13.16642181978671
0.9752,0.0155,0.0093,13.207526626971617
0.9752,0.0156,0.0092,13.248281527060426
0.9752,0.0157,0.0091,13.289130829280227
0.9752,0.0158,0.009,13.32968009331144
0.9752,0.0159,0.0089,13.370380176686933
0.9752,0.016,0.0088,13.410997789616468
0.9752,0.0161,0.0087,13.45158770568677
0.9752,0.0162,0.0086,13.492237494408556
0.9752,0.0163,0.0085,13.53254147667963
0.9752,0.0164,0.0084,13.572916965923987
0.9752,0.0165,0.0083,13.613427857559648
0.9752,0.0166,0.0082,13.653885731538102
0.9752,0.0167,0.0081,13.694168272036826
0.9752,0.0168,0.008,13.734465637621279
0.9752,0.0169,0.0079,13.774588280936028
0.9752,0.017,0.0078,13.815001842812377
0.9752,0.0171,0.0077,13.855245478558036
0.9752,0.0172,0.0076,13.895176839293677
0.9752,0.0173,0.0075,13.935306127531078
0.9752,0.0174,0.0074,13.975406381638647
0.9752,0.0175,0.0073,14.015579425560563
0.9752,0.0176,0.0072,14.055701151658985
0.9752,0.0177,0.0071,14.095444273676424
0.9752,0.0178,0.007,14.135552021426474
0.9752,0.0179,0.0069,14.175250771187745
0.9752,0.018,0.0068,14.21529243806011
0.9752,0.0181,0.0067,14.255261936722109
0.9752,0.0182,0.0066,14.295002781475064
0.9752,0.0183,0.0065,14.334517850952148
0.9752,0.0184,0.0064,14.374459114046262
0.9752,0.0185,0.0063,14.413949789845956
0.9752,0.0186,0.0062,14.453889520325179
0.9752,0.0187,0.0061,14.493440675433725
0.9752,0.0188,0.006,14.532814797931877
0.9752,0.0189,0.0059,14.572741025679026
0.9752,0.019,0.0058,14.61218822432668
0.9752,0.0191,0.0057,14.651578071551045
0.9752,0.0192,0.0056,14.691010071125833
0.9752,0.0193,0.0055,14.730593730223713
0.9752,0.0194,0.0054,14.769953066525769
0.9752,0.0195,0.0053,14.809506153040898
0.9752,0.0196,0.0052,14.848674612710019
0.9752,0.0197,0.0051,14.888128892667439
0.9752,0.0198,0.005,14.927425749288014
0.9752,0.0199,0.0049,14.966612414514506
0.9752,0.02,0.0048,15.005958473599541
0.9752,0.0201,0.0047,15.045221604550987
0.9752,0.0202,0.0046,15.084437049293435
0.9752,0.0203,0.0045,15.123300720051095
0.9752,0.0204,0.0044,15.162666067016833
0.9752,0.0205,0.0043,15.201587456976036
0.9752,0.0206,0.0042,15.240702976336891
0.9752,0.0207,0.0041,15.279825464190775
0.9752,0.0208,0.004,15.318791318355336
0.9752,0.0209,0.0039,15.357690075783468
0.9752,0.021,0.0038,15.396785446383188
0.9752,0.0211,0.0037,15.435748588409577
0.9752,0.0212,0.0036,15.474690144144736
0.9752,0.0213,0.0035,15.513434195623422
0.9752,0.0214,0.0034,15.552380699031714
0.9752,0.0215,0.0033,15.591130419615832
0.9752,0.0216,0.0032,15.630044271729787
0.9752,0.0217,0.0031,15.668695044697595
0.9752,0.0218,0.003,15.707611407459243
0.9752,0.0219,0.0029,15.746556934149952
0.9752,0.022,0.0028,15.7851602629943
0.9752,0.0221,0.0027,15.823676013269937
0.9752,0.0222,0.0026,15.862632524149047
0.9752,0.0223,0.0025,15.901168471914163
0.9752,0.0224,0.0024,15.939966234614285
0.9752,0.0225,0.0023,15.978460028277338
0.9752,0.0226,0.0022,16.016905509075404
0.9752,0.0227,0.0021,16.055840465016757
0.9752,0.0228,0.002,16.09453691619831
0.9752,0.0229,0.0019,16.132892879694214
0.9752,0.023,0.0018,16.1715940951202
0.9752,0.0231,0.0017,16.21005627362236
0.9752,0.0232,0.0016,16.248768071947584
0.9752,0.0233,0.0015,16.287219352375203
0.9752,0.0234,0.0014,16.325607493348496
0.9752,0.0235,0.0013,16.36425696900517
0.9752,0.0236,0.0012,16.402870025198688
0.9752,0.0237,0.0011,16.44113142217421
0.9752,0.0238,0.001,16.479727035741863
0.9752,0.0239,0.0009,16.518312636238406
0.9752,0.024,0.0008,16.55692497891433
0.9752,0.0241,0.0007,16.59576421198579
0.9752,0.0242,0.0006,16.63426468567281
0.9752,0.0243,0.0005,16.67296152640386
0.9752,0.0244,0.0004,16.711938628517043
0.9752,0.0245,0.0003,16.750825826783544
0.9752,0.0246,0.0002,16.789800701663044
0.9752,0.0247,0.0001,16.829312304256703
0.9753,0.0124,0.0123,11.920613363429984
0.9753,0.0125,0.0122,11.962945514637564
0.9753,0.0126,0.0121,12.005098512759131
0.9753,0.0127,0.012,12.047135662096508
0.9753,0.0128,0.0119,12.08915573843391
0.9753,0.0129,0.0118,12.131306619199771
0.9753,0.013,0.0117,12.173236484768298
0.9753,0.0131,0.0116,12.215413418042171
0.9753,0.0132,0.0115,12.257084856000988
0.9753,0.0133,0.0114,12.298831343331837
0.9753,0.0134,0.0113,12.340725407564085
0.9753,0.0135,0.0112,12.38231455214729
0.9753,0.0136,0.0111,12.424128064560989
0.9753,0.0137,0.011,12.46584104715085
0.9753,0.0138,0.0109,12.50728579101471
0.9753,0.0139,0.0108,12.548850487375079
0.9753,0.014,0.0107,12.590203049998584
0.9753,0.0141,0.0106,12.63163445828218
0.9753,0.0142,0.0105,12.673046538735132
0.9753,0.0143,0.0104,12.714508835278979
0.9753,0.0144,0.0103,12.755823776404867
0.9753,0.0145,0.0102,12.797199184869001
0.9753,0.0146,0.0101,12.838239032793297
0.9753,0.0147,0.01,12.879673671952412
0.9753,0.0148,0.0099,12.920455377126268
0.9753,0.0149,0.0098,12.961561893090522
0.9753,0.015,0.0097,13.002701206957619
0.9753,0.0151,0.0096,13.043512839697243
0.9753,0.0152,0.0095,13.084604639214378
0.9753,0.0153,0.0094,13.125468442600498
0.9753,0.0154,0.0093,13.166224360788206
0.9753,0.0155,0.0092,13.207230214878113
0.9753,0.0156,0.0091,13.247891529947454
0.9753,0.0157,0.009,13.288544952982178
0.9753,0.0158,0.0089,13.329302923227262
0.9753,0.0159,0.0088,13.369979766822565
0.9753,0.016,0.0087,13.410469799312509
0.9753,0.0161,0.0086,13.451299746945585
0.9753,0.0162,0.0085,13.491716800467447
0.9753,0.0163,0.0084,13.532283410761016
0.9753,0.0164,0.0083,13.572674020625056
0.9753,0.0165,0.0082,13.613191185657428
0.9753,0.0166,0.0081,13.653587523628728
0.9753,0.0167,0.008,13.69390638190186
0.9753,0.0168,0.0079,13.734237453649595
0.9753,0.0169,0.0078,13.774336236249317
0.9753,0.017,0.0077,13.814346950105836
0.9753,0.0171,0.0076,13.854730099890265
0.9753,0.0172,0.0075,13.894960558781126
0.9753,0.0173,0.0074,13.935027842442308
0.9753,0.0174,0.0073,13.975204983926366
0.9753,0.0175,0.0072,14.015159997562705
0.9753,0.0176,0.0071,14.055297780017645
0.9753,0.0177,0.007,14.09501575597939
0.9753,0.0178,0.0069,14.135190069953302
0.9753,0.0179,0.0068,14.175049744021452
0.9753,0.018,0.0067,14.214851797038465
0.9753,0.0181,0.0066,14.25468014245643
0.9753,0.0182,0.0065,14.294725982164712
0.9753,0.0183,0.0064,14.334251920423618
0.9753,0.0184,0.0063,14.374060288234602
0.9753,0.0185,0.0062,14.413692346414312
0.9753,0.0186,0.0061,14.45359680566347
0.9753,0.0187,0.006,14.49321196585323
0.9753,0.0188,0.0059,14.532663866779654
0.9753,0.0189,0.0058,14.572431117250657
0.9753,0.019,0.0057,14.61190933797432
0.9753,0.0191,0.0056,14.651235155474463
0.9753,0.0192,0.0055,14.690774582298358
0.9753,0.0193,0.0054,14.730259885579791
0.9753,0.0194,0.0053,14.769750871996361
0.9753,0.0195,0.0052,14.809230808586069
0.9753,0.0196,0.0051,14.848349028170423
0.9753,0.0197,0.005,14.887719781308252
0.9753,0.0198,0.0049,14.92707230312904
0.9753,0.0199,0.0048,14.966222785773358
0.9753,0.02,0.0047,15.005694758318235
0.9753,0.0201,0.0046,15.044917100847464
0.9753,0.0202,0.0045,15.084064317591393
0.9753,0.0203,0.0044,15.123122756055729
0.9753,0.0204,0.0043,15.162449003296036
0.9753,0.0205,0.0042,15.201523452682103
0.9753,0.0206,0.0041,15.240262646713171
0.9753,0.0207,0.004,15.279488765003459
0.9753,0.0208,0.0039,15.318517828849695
0.9753,0.0209,0.0038,15.357558661588591
0.9753,0.021,0.0037,15.396477515873787
0.9753,0.0211,0.0036,15.435467541243527
0.9753,0.0212,0.0035,15.474411838653237
0.9753,0.0213,0.0034,15.513333672591434
0.9753,0.0214,0.0033,15.552337293612226
0.9753,0.0215,0.0032,15.591061706770798
0.9753,0.0216,0.0031,15.629731427286053
0.9753,0.0217,0.003,15.668609045336481
0.9753,0.0218,0.0029,15.707311694240557
0.9753,0.0219,0.0028,15.746061421356483
0.9753,0.022,0.0027,15.785036467024064
0.9753,0.0221,0.0026,15.823579777467538
0.9753,0.0222,0.0025,15.862382151746038
0.9753,0.0223,0.0024,15.90093292134076
0.9753,0.0224,0.0023,15.939684461747808
0.9753,0.0225,0.0022,15.978189709389857
0.9753,0.0226,0.0021,16.016852666973847
0.9753,0.0227,0.002,16.055453824712856
0.9753,0.0228,0.0019,16.09440476641462
0.9753,0.0229,0.0018,16.132800708386153
0.9753,0.023,0.0017,16.171472815157767
0.9753,0.0231,0.0016,16.210053259825106
0.9753,0.0232,0.0015,16.248696365482914
0.9753,0.0233,0.0014,16.287196247982042
0.9753,0.0234,0.0013,16.325531814525206
0.9753,0.0235,0.0012,16.364281114706454
0.9753,0.0236,0.0011,16.40262779950357
0.9753,0.0237,0.001,16.44129078844425
0.9753,0.0238,0.0009,16.479822191051152
0.9753,0.0239,0.0008,16.51860750598143
0.9753,0.024,0.0007,16.55704113249621
0.9753,0.0241,0.0006,16.59588085191568
0.9753,0.0242,0.0005,16.634779754991328
0.9753,0.0243,0.0004,16.673535559595955
0.9753,0.0244,0.0003,16.712596270886163
0.9753,0.0245,0.0002,16.75174786558366
0.9753,0.0246,0.0001,16.791223511009015
0.9754,0.0124,0.0122,11.920225604191383
0.9754,0.0125,0.0121,11.962508152798163
0.9754,0.0126,0.012,12.004774829332742
0.9754,0.0127,0.0119,12.046836118002345
0.9754,0.0128,0.0118,12.0890292522028
0.9754,0.0129,0.0117,12.130831150089973
0.9754,0.013,0.0116,12.172946895587081
0.9754,0.0131,0.0115,12.214805948247989
0.9754,0.0132,0.0114,12.256561711928942
0.9754,0.0133,0.0113,12.298438001104177
0.9754,0.0134,0.0112,12.34038992430981
0.9754,0.0135,0.0111,12.382082192599915
0.9754,0.0136,0.011,12.423885524119159
0.9754,0.0137,0.0109,12.465350993250562
0.9754,0.0138,0.0108,12.506960472950961
0.9754,0.0139,0.0107,12.548386515959345
0.9754,0.014,0.0106,12.590053106977455
0.9754,0.0141,0.0105,12.631432992449982
0.9754,0.0142,0.0104,12.672680019216566
0.9754,0.0143,0.0103,12.71408389953441
0.9754,0.0144,0.0102,12.755380368110737
0.9754,0.0145,0.0101,12.796877296273344
0.9754,0.0146,0.01,12.837941793671002
0.9754,0.0147,0.0099,12.879033716504898
0.9754,0.0148,0.0098,12.920211418485454
0.9754,0.0149,0.0097,12.96124782309521
0.9754,0.015,0.0096,13.002182003910296
0.9754,0.0151,0.0095,13.043197167191359
0.9754,0.0152,0.0094,13.08429630999909
0.9754,0.0153,0.0093,13.125118919992623
0.9754,0.0154,0.0092,13.166008652635998
0.9754,0.0155,0.0091,13.20694968774355
0.9754,0.0156,0.009,13.247740733056755
0.9754,0.0157,0.0089,13.288176542696853
0.9754,0.0158,0.0088,13.329031749755682
0.9754,0.0159,0.0087,13.369753738156485
0.9754,0.016,0.0086,13.409967614733201
0.9754,0.0161,0.0085,13.450884707757533
0.9754,0.0162,0.0084,13.491401454759458
0.9754,0.0163,0.0083,13.531987047207013
0.9754,0.0164,0.0082,13.572245447189365
0.9754,0.0165,0.0081,13.612862335051393
0.9754,0.0166,0.008,13.653162243968925
0.9754,0.0167,0.0079,13.693506543697577
0.9754,0.0168,0.0078,13.733640823765784
0.9754,0.0169,0.0077,13.774009760245336
0.9754,0.017,0.0076,13.814200317403884
0.9754,0.0171,0.0075,13.854388277651093
0.9754,0.0172,0.0074,13.894617164164579
0.9754,0.0173,0.0073,13.934835747948682
0.9754,0.0174,0.0072,13.974854524258182
0.9754,0.0175,0.0071,14.01481763348788
0.9754,0.0176,0.007,14.05503560441395
0.9754,0.0177,0.0069,14.094878799470917
0.9754,0.0178,0.0068,14.134936190535587
0.9754,0.0179,0.0067,14.174678519177588
0.9754,0.018,0.0066,14.214452136864365
0.9754,0.0181,0.0065,14.254398511296653
0.9754,0.0182,0.0064,14.294223655825276
0.9754,0.0183,0.0063,14.33397025377274
0.9754,0.0184,0.0062,14.373845999648944
0.9754,0.0185,0.0061,14.413425607902989
0.9754,0.0186,0.006,14.453311117834962
0.9754,0.0187,0.0059,14.492732062770624
0.9754,0.0188,0.0058,14.532418186859665
0.9754,0.0189,0.0057,14.572105728494835
0.9754,0.019,0.0056,14.611502278051411
0.9754,0.0191,0.0055,14.650943960403294
0.9754,0.0192,0.0054,14.690343412477972
0.9754,0.0193,0.0053,14.729980270066193
0.9754,0.0194,0.0052,14.769440308011836
0.9754,0.0195,0.0051,14.808659863444747
0.9754,0.0196,0.005,14.847992730055076
0.9754,0.0197,0.0049,14.887413485361277
0.9754,0.0198,0.0048,14.926583183898492
0.9754,0.0199,0.0047,14.96597860577084
0.9754,0.02,0.0046,15.005203714735371
0.9754,0.0201,0.0045,15.044475250418193
0.9754,0.0202,0.0044,15.083726336726254
0.9754,0.0203,0.0043,15.122831277187998
0.9754,0.0204,0.0042,15.162091769209345
0.9754,0.0205,0.0041,15.200967790361258
0.9754,0.0206,0.004,15.239997960622281
0.9754,0.0207,0.0039,15.279115754823497
0.9754,0.0208,0.0038,15.318133381741227
0.9754,0.0209,0.0037,15.357325163809598
0.9754,0.021,0.0036,15.39607864379375
0.9754,0.0211,0.0035,15.435142257423873
0.9754,0.0212,0.0034,15.47410239509404
0.9754,0.0213,0.0033,15.513025070352665
0.9754,0.0214,0.0032,15.551956901395132
0.9754,0.0215,0.0031,15.5908802514974
0.9754,0.0216,0.003,15.629636057707545
0.9754,0.0217,0.0029,15.668376827065103
0.9754,0.0218,0.0028,15.707213182208218
0.9754,0.0219,0.0027,15.745877367560956
0.9754,0.022,0.0026,15.784664907255198
0.9754,0.0221,0.0025,15.823330141687329
0.9754,0.0222,0.0024,15.86203278628087
0.9754,0.0223,0.0023,15.900962783712165
0.9754,0.0224,0.0022,15.939586064672643
0.9754,0.0225,0.0021,15.978090650336135
0.9754,0.0226,0.002,16.01671939575073
0.9754,0.0227,0.0019,16.055375528190847
0.9754,0.0228,0.0018,16.094203992864472
0.9754,0.0229,0.0017,16.132794930150556
0.9754,0.023,0.0016,16.171481689937274
0.9754,0.0231,0.0015,16.209905599597185
0.9754,0.0232,0.0014,16.248410181800214
0.9754,0.0233,0.0013,16.287037296995624
0.9754,0.0234,0.0012,16.3256572322235
0.9754,0.0235,0.0011,16.364165211157182
0.9754,0.0236,0.001,16.402660315589525
0.9754,0.0237,0.0009,16.441273811694668
0.9754,0.0238,0.0008,16.480040278561884
0.9754,0.0239,0.0007,16.51894676868138
0.9754,0.024,0.0006,16.557529220061436
0.9754,0.0241,0.0005,16.596248494532283
0.9754,0.0242,0.0004,16.635115487651024
0.9754,0.0243,0.0003,16.67402801287901
0.9754,0.0244,0.0002,16.713290767238217
0.9754,0.0245,0.0001,16.753087122493977
0.9755,0.0123,0.0122,11.877459012357413
0.9755,0.0124,0.0121,11.920019638341131
0.9755,0.0125,0.012,11.96210166703548
0.9755,0.0126,0.0119,12.004533925837727
0.9755,0.0127,0.0118,12.046484634054748
0.9755,0.0128,0.0117,12.088753267037484
0.9755,0.0129,0.0116,12.130539717010647
0.9755,0.013,0.0115,12.172511587376123
0.9755,0.0131,0.0114,12.214556073256164
0.9755,0.0132,0.0113,12.256354444373823
0.9755,0.0133,0.0112,12.29810102905871
0.9755,0.0134,0.0111,12.33985166973142
0.9755,0.0135,0.011,12.38162958891267
0.9755,0.0136,0.0109,12.42344864833479
0.9755,0.0137,0.0108,12.464779910666474
0.9755,0.0138,0.0107,12.5066152085716
0.9755,0.0139,0.0106,12.548200651998785
0.9755,0.014,0.0105,12.589740198129409
0.9755,0.0141,0.0104,12.631243515593297
0.9755,0.0142,0.0103,12.67247610388108
0.9755,0.0143,0.0102,12.713671715007852
0.9755,0.0144,0.0101,12.754949395216556
0.9755,0.0145,0.01,12.796396389278494
0.9755,0.0146,0.0099,12.83751636053887
0.9755,0.0147,0.0098,12.878465220637931
0.9755,0.0148,0.0097,12.919888112827767
0.9755,0.0149,0.0096,12.960846402395136
0.9755,0.015,0.0095,13.001800305842538
0.9755,0.0151,0.0094,13.042871824361537
0.9755,0.0152,0.0093,13.084047048376288
0.9755,0.0153,0.0092,13.124949777387181
0.9755,0.0154,0.0091,13.16580836347075
0.9755,0.0155,0.009,13.206604270724062
0.9755,0.0156,0.0089,13.247171157802097
0.9755,0.0157,0.0088,13.287920799719888
0.9755,0.0158,0.0087,13.328770941027962
0.9755,0.0159,0.0086,13.369441150099014
0.9755,0.016,0.0085,13.409777906635332
0.9755,0.0161,0.0084,13.450357596685695
0.9755,0.0162,0.0083,13.49104729852165
0.9755,0.0163,0.0082,13.531654995992767
0.9755,0.0164,0.0081,13.572075964702265
0.9755,0.0165,0.008,13.61245517883345
0.9755,0.0166,0.0079,13.652955846082243
0.9755,0.0167,0.0078,13.693238579342891
0.9755,0.0168,0.0077,13.733390174135703
0.9755,0.0169,0.0076,13.773716584642123
0.9755,0.017,0.0075,13.813978056842503
0.9755,0.0171,0.0074,13.854072697858893
0.9755,0.0172,0.0073,13.894343317844553
0.9755,0.0173,0.0072,13.93439200141256
0.9755,0.0174,0.0071,13.974485672923032
0.9755,0.0175,0.007,14.01454484728946
0.9755,0.0176,0.0069,14.054639878911688
0.9755,0.0177,0.0068,14.094620334831994
0.9755,0.0178,0.0067,14.134443847387848
0.9755,0.0179,0.0066,14.174433383089923
0.9755,0.018,0.0065,14.214281417109795
0.9755,0.0181,0.0064,14.254042661885522
0.9755,0.0182,0.0063,14.293891795721148
0.9755,0.0183,0.0062,14.333635361724001
0.9755,0.0184,0.0061,14.373476033293068
0.9755,0.0185,0.006,14.413193158998975
0.9755,0.0186,0.0059,14.452985576558067
0.9755,0.0187,0.0058,14.492427739638327
0.9755,0.0188,0.0057,14.532076226995402
0.9755,0.0189,0.0056,14.571515011200812
0.9755,0.019,0.0055,14.611210343569434
0.9755,0.0191,0.0054,14.650715515117263
0.9755,0.0192,0.0053,14.690124936798357
0.9755,0.0193,0.0052,14.729800321071187
0.9755,0.0194,0.0051,14.769160866465889
0.9755,0.0195,0.005,14.808476338463553
0.9755,0.0196,0.0049,14.847824197499868
0.9755,0.0197,0.0048,14.88716746911051
0.9755,0.0198,0.0047,14.92631248549195
0.9755,0.0199,0.0046,14.965726917907112
0.9755,0.02,0.0045,15.004802106319032
0.9755,0.0201,0.0044,15.043938635825286
0.9755,0.0202,0.0043,15.083404877528153
0.9755,0.0203,0.0042,15.122764617171601
0.9755,0.0204,0.0041,15.161580969160525
0.9755,0.0205,0.004,15.200680778993318
0.9755,0.0206,0.0039,15.239863765437873
0.9755,0.0207,0.0038,15.278802139997776
0.9755,0.0208,0.0037,15.318087996465108
0.9755,0.0209,0.0036,15.35700852863472
0.9755,0.021,0.0035,15.395962155032349
0.9755,0.0211,0.0034,15.434827614205286
0.9755,0.0212,0.0033,15.473795665090659
0.9755,0.0213,0.0032,15.512787980304466
0.9755,0.0214,0.0031,15.55162792100988
0.9755,0.0215,0.003,15.590596124921515
0.9755,0.0216,0.0029,15.629240792946275
0.9755,0.0217,0.0028,15.668051672465593
0.9755,0.0218,0.0027,15.706953415494404
0.9755,0.0219,0.0026,15.745594295316373
0.9755,0.022,0.0025,15.784679766891607
0.9755,0.0221,0.0024,15.823281949447445
0.9755,0.0222,0.0023,15.861916793858713
0.9755,0.0223,0.0022,15.900702267918522
0.9755,0.0224,0.0021,15.93951618758694
0.9755,0.0225,0.002,15.977988549279248
0.9755,0.0226,0.0019,16.016635678225114
0.9755,0.0227,0.0018,16.055309432153138
0.9755,0.0228,0.0017,16.093883171235408
0.9755,0.0229,0.0016,16.132658926438786
0.9755,0.023,0.0015,16.171175036480196
0.9755,0.0231,0.0014,16.209852032583324
0.9755,0.0232,0.0013,16.24841873535937
0.9755,0.0233,0.0012,16.287163120654352
0.9755,0.0234,0.0011,16.325668053422646
0.9755,0.0235,0.001,16.364388307590207
0.9755,0.0236,0.0009,16.402900131231373
0.9755,0.0237,0.0008,16.441581690246142
0.9755,0.0238,0.0007,16.480309165943247
0.9755,0.0239,0.0006,16.51929794332606
0.9755,0.024,0.0005,16.557965185723898
0.9755,0.0241,0.0004,16.59666905334593
0.9755,0.0242,0.0003,16.63588728224956
0.9755,0.0243,0.0002,16.674934272479323
0.9755,0.0244,0.0001,16.714540933421148
0.9756,0.0123,0.0121,11.877237035386191
0.9756,0.0124,0.012,11.919586460566345
0.9756,0.0125,0.0119,11.961752749816254
0.9756,0.0126,0.0118,12.00425951201736
0.9756,0.0127,0.0117,12.046071229751695
0.9756,0.0128,0.0116,12.088159260604053
0.9756,0.0129,0.0115,12.130389161020462
0.9756,0.013,0.0114,12.172396518399092
0.9756,0.0131,0.0113,12.214121065020908
0.9756,0.0132,0.0112,12.255848757765067
0.9756,0.0133,0.0111,12.297870324071212
0.9756,0.0134,0.011,12.339523795416532
0.9756,0.0135,0.0109,12.381366202021123
0.9756,0.0136,0.0108,12.423149981908018
0.9756,0.0137,0.0107,12.464402364341295
0.9756,0.0138,0.0106,12.506178107876545
0.9756,0.0139,0.0105,12.547917156914691
0.9756,0.014,0.0104,12.589515323002546
0.9756,0.0141,0.0103,12.63076614666112
0.9756,0.0142,0.0102,12.67189816657127
0.9756,0.0143,0.0101,12.713411237824886
0.9756,0.0144,0.01,12.754744688080644
0.9756,0.0145,0.0099,12.795940568970911
0.9756,0.0146,0.0098,12.837167367094217
0.9756,0.0147,0.0097,12.878190010579566
0.9756,0.0148,0.0096,12.91953932601933
0.9756,0.0149,0.0095,12.960617924892054
0.9756,0.015,0.0094,13.001276234537258
0.9756,0.0151,0.0093,13.042503718896832
0.9756,0.0152,0.0092,13.083695502645542
0.9756,0.0153,0.0091,13.124548261592073
0.9756,0.0154,0.009,13.165411990384998
0.9756,0.0155,0.0089,13.206082669171483
0.9756,0.0156,0.0088,13.24692037938161
0.9756,0.0157,0.0087,13.287660522365224
0.9756,0.0158,0.0086,13.3283374757994
0.9756,0.0159,0.0085,13.369282493410342
0.9756,0.016,0.0084,13.409495999502482
0.9756,0.0161,0.0083,13.450153200845458
0.9756,0.0162,0.0082,13.49051524918063
0.9756,0.0163,0.0081,13.531416396453452
0.9756,0.0164,0.008,13.571873931618674
0.9756,0.0165,0.0079,13.612205468030346
0.9756,0.0166,0.0078,13.652534037494872
0.9756,0.0167,0.0077,13.69267216743259
0.9756,0.0168,0.0076,13.733086145782924
0.9756,0.0169,0.0075,13.773431804252436
0.9756,0.017,0.0074,13.813725588502836
0.9756,0.0171,0.0073,13.853719019508285
0.9756,0.0172,0.0072,13.894070096497796
0.9756,0.0173,0.0071,13.93414477441158
0.9756,0.0174,0.007,13.974231744347598
0.9756,0.0175,0.0069,14.01429996520964
0.9756,0.0176,0.0068,14.054168960106924
0.9756,0.0177,0.0067,14.094313338904692
0.9756,0.0178,0.0066,14.134148700887291
0.9756,0.0179,0.0065,14.17403936313065
0.9756,0.018,0.0064,14.214074186973884
0.9756,0.0181,0.0063,14.253713257123835
0.9756,0.0182,0.0062,14.293548219957405
0.9756,0.0183,0.0061,14.333424751801756
0.9756,0.0184,0.006,14.373165333344957
0.9756,0.0185,0.0059,14.412917360557355
0.9756,0.0186,0.0058,14.452424160815823
0.9756,0.0187,0.0057,14.492315570660653
0.9756,0.0188,0.0056,14.531672907971863
0.9756,0.0189,0.0055,14.571307273950007
0.9756,0.019,0.0054,14.610851182358477
0.9756,0.0191,0.0053,14.650430726689498
0.9756,0.0192,0.0052,14.689751641125047
0.9756,0.0193,0.0051,14.72938947267058
0.9756,0.0194,0.005,14.768828547886596
0.9756,0.0195,0.0049,14.808269281727823
0.9756,0.0196,0.0048,14.847472150756646
0.9756,0.0197,0.0047,14.886890249376219
0.9756,0.0198,0.0046,14.926192268061941
0.9756,0.0199,0.0045,14.96541037137231
0.9756,0.02,0.0044,15.004555005472614
0.9756,0.0201,0.0043,15.043965138467314
0.9756,0.0202,0.0042,15.0831238035315
0.9756,0.0203,0.0041,15.122447230474693
0.9756,0.0204,0.004,15.161187194176025
