lambda_1,lambda_2,lambda_3,perplexity
0.9792,0.0164,0.0044,13.56130861207924
0.9792,0.0165,0.0043,13.601664774883336
0.9792,0.0166,0.0042,13.641910197596987
0.9792,0.0167,0.0041,13.682559672251768
0.9792,0.0168,0.004,13.722935585789921
0.9792,0.0169,0.0039,13.763159297068823
0.9792,0.017,0.0038,13.803528192696199
0.9792,0.0171,0.0037,13.843760427425186
0.9792,0.0172,0.0036,13.883903661490569
0.9792,0.0173,0.0035,13.924167670105007
0.9792,0.0174,0.0034,13.964498344620624
0.9792,0.0175,0.0033,14.004478223276532
0.9792,0.0176,0.0032,14.044816744806287
0.9792,0.0177,0.0031,14.084714703009828
0.9792,0.0178,0.003,14.124745122586523
0.9792,0.0179,0.0029,14.164656570371994
0.9792,0.018,0.0028,14.204760619073536
0.9792,0.0181,0.0027,14.244533958250091
0.9792,0.0182,0.0026,14.284640779031324
0.9792,0.0183,0.0025,14.324616341077798
0.9792,0.0184,0.0024,14.364338011327705
0.9792,0.0185,0.0023,14.404229084118398
0.9792,0.0186,0.0022,14.444209701019663
0.9792,0.0187,0.0021,14.483918182980249
0.9792,0.0188,0.002,14.52366307103857
0.9792,0.0189,0.0019,14.563494354978216
0.9792,0.019,0.0018,14.603116694155881
0.9792,0.0191,0.0017,14.64282932087126
0.9792,0.0192,0.0016,14.682686362899979
0.9792,0.0193,0.0015,14.722541661526245
0.9792,0.0194,0.0014,14.761925602544418
0.9792,0.0195,0.0013,14.80185087222188
0.9792,0.0196,0.0012,14.841310713173874
0.9792,0.0197,0.0011,14.880856573138445
0.9792,0.0198,0.001,14.920576865228643
0.9792,0.0199,0.0009,14.96049206543402
0.9792,0.02,0.0008,15.000154974068405
0.9792,0.0201,0.0007,15.039871429618685
0.9792,0.0202,0.0006,15.079776371031677
0.9792,0.0203,0.0005,15.119543777599485
0.9792,0.0204,0.0004,15.159237914287893
0.9792,0.0205,0.0003,15.199536259852234
0.9792,0.0206,0.0002,15.239912064253064
0.9792,0.0207,0.0001,15.280313081885831
0.9793,0.0104,0.0103,11.051956308032405
0.9793,0.0105,0.0102,11.095278470151467
0.9793,0.0106,0.0101,11.138520840035948
0.9793,0.0107,0.01,11.181758747006503
0.9793,0.0108,0.0099,11.225111315308014
0.9793,0.0109,0.0098,11.268147020046811
0.9793,0.011,0.0097,11.31136690108687
0.9793,0.0111,0.0096,11.354289316025394
0.9793,0.0112,0.0095,11.397268675520932
0.9793,0.0113,0.0094,11.440128642956763
0.9793,0.0114,0.0093,11.48297569314109
0.9793,0.0115,0.0092,11.525796260017902
0.9793,0.0116,0.0091,11.568444226912822
0.9793,0.0117,0.009,11.611183120499524
0.9793,0.0118,0.0089,11.653799730292437
0.9793,0.0119,0.0088,11.696373185803859
0.9793,0.012,0.0087,11.738930642335898
0.9793,0.0121,0.0086,11.781264070831424
0.9793,0.0122,0.0085,11.823583885967345
0.9793,0.0123,0.0084,11.866075508716381
0.9793,0.0124,0.0083,11.908364182294413
0.9793,0.0125,0.0082,11.95043790218409
0.9793,0.0126,0.0081,11.992640284495087
0.9793,0.0127,0.008,12.034840080703741
0.9793,0.0128,0.0079,12.076832942962483
0.9793,0.0129,0.0078,12.119017511431153
0.9793,0.013,0.0077,12.161021876592487
0.9793,0.0131,0.0076,12.202608409125677
0.9793,0.0132,0.0075,12.244620569096252
0.9793,0.0133,0.0074,12.286515910385928
0.9793,0.0134,0.0073,12.328208653637867
0.9793,0.0135,0.0072,12.370040178248837
0.9793,0.0136,0.0071,12.411837376518358
0.9793,0.0137,0.007,12.453064572811998
0.9793,0.0138,0.0069,12.494925926674833
0.9793,0.0139,0.0068,12.536446643966368
0.9793,0.014,0.0067,12.577964818281538
0.9793,0.0141,0.0066,12.619347716595826
0.9793,0.0142,0.0065,12.660811564456237
0.9793,0.0143,0.0064,12.702089376111667
0.9793,0.0144,0.0063,12.743543453639267
0.9793,0.0145,0.0062,12.784843717130165
0.9793,0.0146,0.0061,12.825962660259655
0.9793,0.0147,0.006,12.867296999939366
0.9793,0.0148,0.0059,12.908024717952044
0.9793,0.0149,0.0058,12.94910999770079
0.9793,0.015,0.0057,12.990435241151722
0.9793,0.0151,0.0056,13.031585009206069
0.9793,0.0152,0.0055,13.07225586719201
0.9793,0.0153,0.0054,13.1133807275633
0.9793,0.0154,0.0053,13.154192722308938
0.9793,0.0155,0.0052,13.195060080435713
0.9793,0.0156,0.0051,13.2358012920222
0.9793,0.0157,0.005,13.276653272252164
0.9793,0.0158,0.0049,13.317206166099767
0.9793,0.0159,0.0048,13.357943487929933
0.9793,0.016,0.0047,13.398791624330626
0.9793,0.0161,0.0046,13.439313915360067
0.9793,0.0162,0.0045,13.479899283344558
0.9793,0.0163,0.0044,13.520322306537906
0.9793,0.0164,0.0043,13.561024177812007
0.9793,0.0165,0.0042,13.601273952691264
0.9793,0.0166,0.0041,13.64172780124866
0.9793,0.0167,0.004,13.682451181213628
0.9793,0.0168,0.0039,13.722785220110925
0.9793,0.0169,0.0038,13.76305473671195
0.9793,0.017,0.0037,13.80337668880216
0.9793,0.0171,0.0036,13.843561991661652
0.9793,0.0172,0.0035,13.883768628517759
0.9793,0.0173,0.0034,13.924112207819327
0.9793,0.0174,0.0033,13.964083326454956
0.9793,0.0175,0.0032,14.004303169260007
0.9793,0.0176,0.0031,14.044492886935329
0.9793,0.0177,0.003,14.084600271338221
0.9793,0.0178,0.0029,14.124671498292084
0.9793,0.0179,0.0028,14.164651320991283
0.9793,0.018,0.0027,14.204513209104913
0.9793,0.0181,0.0026,14.2446237763831
0.9793,0.0182,0.0025,14.284431782783587
0.9793,0.0183,0.0024,14.324421131113999
0.9793,0.0184,0.0023,14.364307816721785
0.9793,0.0185,0.0022,14.40415909945871
0.9793,0.0186,0.0021,14.444192000899324
0.9793,0.0187,0.002,14.48376504168942
0.9793,0.0188,0.0019,14.523684965170215
0.9793,0.0189,0.0018,14.563530586795434
0.9793,0.019,0.0017,14.603095323866544
0.9793,0.0191,0.0016,14.642935172472432
0.9793,0.0192,0.0015,14.682725081970704
0.9793,0.0193,0.0014,14.722276412492757
0.9793,0.0194,0.0013,14.762206426687682
0.9793,0.0195,0.0012,14.802077920961752
0.9793,0.0196,0.0011,14.841503729387378
0.9793,0.0197,0.001,14.881134283702977
0.9793,0.0198,0.0009,14.92079877004477
0.9793,0.0199,0.0008,14.960688394803077
0.9793,0.02,0.0007,15.000467188249377
0.9793,0.0201,0.0006,15.040090673391026
0.9793,0.0202,0.0005,15.08021827172412
0.9793,0.0203,0.0004,15.119982949194506
0.9793,0.0204,0.0003,15.160166503088323
0.9793,0.0205,0.0002,15.200550757115682
0.9793,0.0206,0.0001,15.241328051998892
0.9794,0.0104,0.0102,11.051720212342683
0.9794,0.0105,0.0101,11.095046498727767
0.9794,0.0106,0.01,11.138261737727596
0.9794,0.0107,0.0099,11.181508439274994
0.9794,0.0108,0.0098,11.224851154551434
0.9794,0.0109,0.0097,11.26793191676835
0.9794,0.011,0.0096,11.310981805633771
0.9794,0.0111,0.0095,11.354052094073264
0.9794,0.0112,0.0094,11.396989498363201
0.9794,0.0113,0.0093,11.439839578583117
0.9794,0.0114,0.0092,11.48278735648635
0.9794,0.0115,0.0091,11.525381838761287
0.9794,0.0116,0.009,11.56828297497553
0.9794,0.0117,0.0089,11.610932538178405
0.9794,0.0118,0.0088,11.653658542601141
0.9794,0.0119,0.0087,11.69615294273739
0.9794,0.012,0.0086,11.738669255774495
0.9794,0.0121,0.0085,11.781044236138985
0.9794,0.0122,0.0084,11.823336654582333
0.9794,0.0123,0.0083,11.865724871499099
0.9794,0.0124,0.0082,11.90793596737689
0.9794,0.0125,0.0081,11.950264837205653
0.9794,0.0126,0.008,11.992524388746386
0.9794,0.0127,0.0079,12.034477720586825
0.9794,0.0128,0.0078,12.076638040318096
0.9794,0.0129,0.0077,12.118728946026973
0.9794,0.013,0.0076,12.160723719419227
0.9794,0.0131,0.0075,12.202493932716132
0.9794,0.0132,0.0074,12.244411244051298
0.9794,0.0133,0.0073,12.286291971634876
0.9794,0.0134,0.0072,12.328063653656098
0.9794,0.0135,0.0071,12.36981471642083
0.9794,0.0136,0.007,12.411573496836208
0.9794,0.0137,0.0069,12.452927237559535
0.9794,0.0138,0.0068,12.494631315048773
0.9794,0.0139,0.0067,12.536222773525024
0.9794,0.014,0.0066,12.577891533635151
0.9794,0.0141,0.0065,12.619103957811179
0.9794,0.0142,0.0064,12.660455642954545
0.9794,0.0143,0.0063,12.701671737235381
0.9794,0.0144,0.0062,12.743303463046715
0.9794,0.0145,0.0061,12.784640601722588
0.9794,0.0146,0.006,12.825830563781953
0.9794,0.0147,0.0059,12.867107894380325
0.9794,0.0148,0.0058,12.907874426707378
0.9794,0.0149,0.0057,12.949039408556942
0.9794,0.015,0.0056,12.990217392429614
0.9794,0.0151,0.0055,13.031006789796551
0.9794,0.0152,0.0054,13.072134969577602
0.9794,0.0153,0.0053,13.113060518079
0.9794,0.0154,0.0052,13.15391935640998
0.9794,0.0155,0.0051,13.194902729344454
0.9794,0.0156,0.005,13.235624512987126
0.9794,0.0157,0.0049,13.276522464584234
0.9794,0.0158,0.0048,13.316977947461087
0.9794,0.0159,0.0047,13.357805744747544
0.9794,0.016,0.0046,13.398479852182497
0.9794,0.0161,0.0045,13.438991362353361
0.9794,0.0162,0.0044,13.479778144562665
0.9794,0.0163,0.0043,13.520125325502969
0.9794,0.0164,0.0042,13.560822271712583
0.9794,0.0165,0.0041,13.601193536420103
0.9794,0.0166,0.004,13.64142896429723
0.9794,0.0167,0.0039,13.68189821503134
0.9794,0.0168,0.0038,13.722517969431351
0.9794,0.0169,0.0037,13.762809538845914
0.9794,0.017,0.0036,13.803169799807945
0.9794,0.0171,0.0035,13.843336929860927
0.9794,0.0172,0.0034,13.883657333521983
0.9794,0.0173,0.0033,13.923890137270723
0.9794,0.0174,0.0032,13.964040462450516
0.9794,0.0175,0.0031,14.004111283029124
0.9794,0.0176,0.003,14.044178067934501
0.9794,0.0177,0.0029,14.0843830276385
0.9794,0.0178,0.0028,14.124443782853385
0.9794,0.0179,0.0027,14.164384223706222
0.9794,0.018,0.0026,14.204438562056247
0.9794,0.0181,0.0025,14.24445132767477
0.9794,0.0182,0.0024,14.284347659589791
0.9794,0.0183,0.0023,14.324188683254151
0.9794,0.0184,0.0022,14.364079455269435
0.9794,0.0185,0.0021,14.404068392968426
0.9794,0.0186,0.002,14.443934510725827
0.9794,0.0187,0.0019,14.483773835527487
0.9794,0.0188,0.0018,14.523559550560682
0.9794,0.0189,0.0017,14.563414824196183
0.9794,0.019,0.0016,14.603050198677941
0.9794,0.0191,0.0015,14.642988808444509
0.9794,0.0192,0.0014,14.682498674974513
0.9794,0.0193,0.0013,14.722476450944075
0.9794,0.0194,0.0012,14.762228462076266
0.9794,0.0195,0.0011,14.801906738916845
0.9794,0.0196,0.001,14.84163300359686
0.9794,0.0197,0.0009,14.881351328109272
0.9794,0.0198,0.0008,14.921082501032162
0.9794,0.0199,0.0007,14.960869731932384
0.9794,0.02,0.0006,15.000971962341382
0.9794,0.0201,0.0005,15.040640219109816
0.9794,0.0202,0.0004,15.08068691495133
0.9794,0.0203,0.0003,15.12073947437293
0.9794,0.0204,0.0002,15.161160673789265
0.9794,0.0205,0.0001,15.201842273541786
0.9795,0.0103,0.0102,11.00782607334309
0.9795,0.0104,0.0101,11.051452868699633
0.9795,0.0105,0.01,11.09484724324119
0.9795,0.0106,0.0099,11.137947227860009
0.9795,0.0107,0.0098,11.18126286481602
0.9795,0.0108,0.0097,11.224573938654549
0.9795,0.0109,0.0096,11.267564828119992
0.9795,0.011,0.0095,11.310719500203895
0.9795,0.0111,0.0094,11.35387958256655
0.9795,0.0112,0.0093,11.396799101510984
0.9795,0.0113,0.0092,11.439652469818785
0.9795,0.0114,0.0091,11.482539983879452
0.9795,0.0115,0.009,11.525211150732371
0.9795,0.0116,0.0089,11.56805161388737
0.9795,0.0117,0.0088,11.610608278795409
0.9795,0.0118,0.0087,11.653108524080006
0.9795,0.0119,0.0086,11.695835045205433
0.9795,0.012,0.0085,11.738477751629325
0.9795,0.0121,0.0084,11.780763612473816
0.9795,0.0122,0.0083,11.823117785821916
0.9795,0.0123,0.0082,11.86548721723768
0.9795,0.0124,0.0081,11.907680692530892
0.9795,0.0125,0.008,11.950010481394644
0.9795,0.0126,0.0079,11.992274522730403
0.9795,0.0127,0.0078,12.03430084285511
0.9795,0.0128,0.0077,12.076260934359238
0.9795,0.0129,0.0076,12.118511654016022
0.9795,0.013,0.0075,12.160247320336666
0.9795,0.0131,0.0074,12.202296686949731
0.9795,0.0132,0.0073,12.244145288245178
0.9795,0.0133,0.0072,12.286115089836215
0.9795,0.0134,0.0071,12.327767463732712
0.9795,0.0135,0.007,12.369594497811896
0.9795,0.0136,0.0069,12.41108969439894
0.9795,0.0137,0.0068,12.452797037620337
0.9795,0.0138,0.0067,12.494205983546546
0.9795,0.0139,0.0066,12.535924129279886
0.9795,0.014,0.0065,12.577794730170211
0.9795,0.0141,0.0064,12.618781501466238
0.9795,0.0142,0.0063,12.660083370665436
0.9795,0.0143,0.0062,12.701401558981653
0.9795,0.0144,0.0061,12.742987383498743
0.9795,0.0145,0.006,12.78411439444098
0.9795,0.0146,0.0059,12.825519644406107
0.9795,0.0147,0.0058,12.866365367056053
0.9795,0.0148,0.0057,12.907652489523878
0.9795,0.0149,0.0056,12.948803519494172
0.9795,0.015,0.0055,12.989796582097151
0.9795,0.0151,0.0054,13.030880796741481
0.9795,0.0152,0.0053,13.071927085398043
0.9795,0.0153,0.0052,13.112754178298582
0.9795,0.0154,0.0051,13.153801992352408
0.9795,0.0155,0.005,13.194575181571732
0.9795,0.0156,0.0049,13.235321059637137
0.9795,0.0157,0.0048,13.276265426187885
0.9795,0.0158,0.0047,13.316820109471035
0.9795,0.0159,0.0046,13.357621559989518
0.9795,0.016,0.0045,13.398259661269602
0.9795,0.0161,0.0044,13.438750046318946
0.9795,0.0162,0.0043,13.479607330138343
0.9795,0.0163,0.0042,13.519965037590728
0.9795,0.0164,0.0041,13.560415840493642
0.9795,0.0165,0.004,13.601024618898984
0.9795,0.0166,0.0039,13.641221758056332
0.9795,0.0167,0.0038,13.681822457941893
0.9795,0.0168,0.0037,13.722391953144374
0.9795,0.0169,0.0036,13.76274338165154
0.9795,0.017,0.0035,13.803064731280477
0.9795,0.0171,0.0034,13.843111862292398
0.9795,0.0172,0.0033,13.883604629644378
0.9795,0.0173,0.0032,13.923796595900722
0.9795,0.0174,0.0031,13.963678479512085
0.9795,0.0175,0.003,14.00394101071747
0.9795,0.0176,0.0029,14.044035039128088
0.9795,0.0177,0.0028,14.084034878237057
0.9795,0.0178,0.0027,14.124198630841853
0.9795,0.0179,0.0026,14.164250947020907
0.9795,0.018,0.0025,14.204265453717248
0.9795,0.0181,0.0024,14.244314666371396
0.9795,0.0182,0.0023,14.284283243662513
0.9795,0.0183,0.0022,14.324114014301394
0.9795,0.0184,0.0021,14.364043306097445
0.9795,0.0185,0.002,14.403914017620124
0.9795,0.0186,0.0019,14.44383591644234
0.9795,0.0187,0.0018,14.483638373464721
0.9795,0.0188,0.0017,14.523434606663427
0.9795,0.0189,0.0016,14.563450145611494
0.9795,0.019,0.0015,14.603052640491315
0.9795,0.0191,0.0014,14.643083043135276
0.9795,0.0192,0.0013,14.682511653097135
0.9795,0.0193,0.0012,14.722425798291857
0.9795,0.0194,0.0011,14.7624431248336
0.9795,0.0195,0.001,14.802061359082527
0.9795,0.0196,0.0009,14.841996974685092
0.9795,0.0197,0.0008,14.881604457683753
0.9795,0.0198,0.0007,14.921452268978733
0.9795,0.0199,0.0006,14.961433767298404
0.9795,0.02,0.0005,15.001120852259364
0.9795,0.0201,0.0004,15.04124669047301
0.9795,0.0202,0.0003,15.081416647758811
0.9795,0.0203,0.0002,15.121831881640087
0.9795,0.0204,0.0001,15.16270987043042
0.9796,0.0103,0.0101,11.007638516701384
0.9796,0.0104,0.01,11.051130508381355
0.9796,0.0105,0.0099,11.09462679972833
0.9796,0.0106,0.0098,11.137694879862513
0.9796,0.0107,0.0097,11.180933873919356
0.9796,0.0108,0.0096,11.224337711326713
0.9796,0.0109,0.0095,11.267456575886294
0.9796,0.011,0.0094,11.310557680455425
0.9796,0.0111,0.0093,11.3536219322799
0.9796,0.0112,0.0092,11.396612444697627
0.9796,0.0113,0.0091,11.439368505835537
0.9796,0.0114,0.009,11.4822308724893
0.9796,0.0115,0.0089,11.524998055061616
0.9796,0.0116,0.0088,11.567916191783713
0.9796,0.0117,0.0087,11.610386286366559
0.9796,0.0118,0.0086,11.652880765092979
0.9796,0.0119,0.0085,11.695433055602258
0.9796,0.012,0.0084,11.737959604570529
0.9796,0.0121,0.0083,11.780491769585076
0.9796,0.0122,0.0082,11.82291775846398
0.9796,0.0123,0.0081,11.865232371794288
0.9796,0.0124,0.008,11.907557038224505
0.9796,0.0125,0.0079,11.949683293055603
0.9796,0.0126,0.0078,11.991857809318576
0.9796,0.0127,0.0077,12.034133424728784
0.9796,0.0128,0.0076,12.075960274681972
0.9796,0.0129,0.0075,12.117904282346295
0.9796,0.013,0.0074,12.160030874633938
0.9796,0.0131,0.0073,12.202004523289522
0.9796,0.0132,0.0072,12.243901842902092
0.9796,0.0133,0.0071,12.285683223674875
0.9796,0.0134,0.007,12.327577879625359
0.9796,0.0135,0.0069,12.369288206607111
0.9796,0.0136,0.0068,12.410777674185232
0.9796,0.0137,0.0067,12.452529038931926
0.9796,0.0138,0.0066,12.494060416832937
0.9796,0.0139,0.0065,12.53550687720293
0.9796,0.014,0.0064,12.577228322903325
0.9796,0.0141,0.0063,12.6185391649916
0.9796,0.0142,0.0062,12.659963331266729
0.9796,0.0143,0.0061,12.701252025390266
0.9796,0.0144,0.006,12.74261124707229
0.9796,0.0145,0.0059,12.783553850947662
0.9796,0.0146,0.0058,12.825050720973747
0.9796,0.0147,0.0057,12.866103670121943
0.9796,0.0148,0.0056,12.907479955519994
0.9796,0.0149,0.0055,12.948639736314819
0.9796,0.015,0.0054,12.989583208082696
0.9796,0.0151,0.0053,13.030697997254379
0.9796,0.0152,0.0052,13.071740429062704
0.9796,0.0153,0.0051,13.112491989953025
0.9796,0.0154,0.005,13.153370182210478
0.9796,0.0155,0.0049,13.194393827825243
0.9796,0.0156,0.0048,13.23509268311
0.9796,0.0157,0.0047,13.275927485732266
0.9796,0.0158,0.0046,13.316508768385887
0.9796,0.0159,0.0045,13.357482807171788
0.9796,0.016,0.0044,13.39790693337478
0.9796,0.0161,0.0043,13.438703533585603
0.9796,0.0162,0.0042,13.479301199476426
0.9796,0.0163,0.0041,13.519798328660778
0.9796,0.0164,0.004,13.560300913778184
0.9796,0.0165,0.0039,13.600840350583814
0.9796,0.0166,0.0038,13.641209801868206
0.9796,0.0167,0.0037,13.681698293323727
0.9796,0.0168,0.0036,13.722111044643114
0.9796,0.0169,0.0035,13.762694292060264
0.9796,0.017,0.0034,13.802789534397279
0.9796,0.0171,0.0033,13.842999251385692
0.9796,0.0172,0.0032,13.883345326056233
0.9796,0.0173,0.0031,13.923678379466525
0.9796,0.0174,0.003,13.963791048867815
0.9796,0.0175,0.0029,14.003843934604186
0.9796,0.0176,0.0028,14.043893165157616
0.9796,0.0177,0.0027,14.083880922791687
0.9796,0.0178,0.0026,14.124002453659761
0.9796,0.0179,0.0025,14.164109939389673
0.9796,0.018,0.0024,14.204139656430431
0.9796,0.0181,0.0023,14.244268596515308
0.9796,0.0182,0.0022,14.284188331995596
0.9796,0.0183,0.0021,14.324050321282234
0.9796,0.0184,0.002,14.363978514552493
0.9796,0.0185,0.0019,14.403705629655587
0.9796,0.0186,0.0018,14.443784321110368
0.9796,0.0187,0.0017,14.483644502843486
0.9796,0.0188,0.0016,14.52340846243627
0.9796,0.0189,0.0015,14.563490958537308
0.9796,0.019,0.0014,14.603106871168636
0.9796,0.0191,0.0013,14.643145381369727
0.9796,0.0192,0.0012,14.68265519747579
0.9796,0.0193,0.0011,14.72272524492382
0.9796,0.0194,0.001,14.762646358446954
0.9796,0.0195,0.0009,14.802133022314225
0.9796,0.0196,0.0008,14.842259668097164
0.9796,0.0197,0.0007,14.881894763600645
0.9796,0.0198,0.0006,14.921849652899997
0.9796,0.0199,0.0005,14.961962348271708
0.9796,0.02,0.0004,15.00157053590123
0.9796,0.0201,0.0003,15.041759150302644
0.9796,0.0202,0.0002,15.082406178524382
0.9796,0.0203,0.0001,15.123213251521616
0.9797,0.0102,0.0101,10.963896402739074
0.9797,0.0103,0.01,11.007386352960449
0.9797,0.0104,0.0099,11.050732158132188
0.9797,0.0105,0.0098,11.094197928435905
0.9797,0.0106,0.0097,11.13743931413888
0.9797,0.0107,0.0096,11.180835565993355
0.9797,0.0108,0.0095,11.224021726642595
0.9797,0.0109,0.0094,11.26706726600028
0.9797,0.011,0.0093,11.310222022577715
0.9797,0.0111,0.0092,11.35320435710754
0.9797,0.0112,0.0091,11.396241235709027
0.9797,0.0113,0.009,11.439197937210624
0.9797,0.0114,0.0089,11.481828001658476
0.9797,0.0115,0.0088,11.524774628222815
0.9797,0.0116,0.0087,11.56763391140453
0.9797,0.0117,0.0086,11.610000122915354
0.9797,0.0118,0.0085,11.652756230354004
0.9797,0.0119,0.0084,11.695153893059162
0.9797,0.012,0.0083,11.737601417288174
0.9797,0.0121,0.0082,11.78025214092216
0.9797,0.0122,0.0081,11.822680504516116
0.9797,0.0123,0.008,11.864994563042718
0.9797,0.0124,0.0079,11.90735622625841
0.9797,0.0125,0.0078,11.949519330755752
0.9797,0.0126,0.0077,11.99165921610987
0.9797,0.0127,0.0076,12.033629629127958
0.9797,0.0128,0.0075,12.075750586591157
0.9797,0.0129,0.0074,12.117653255515643
0.9797,0.013,0.0073,12.159884943674781
0.9797,0.0131,0.0072,12.20174187348026
0.9797,0.0132,0.0071,12.243649128633262
0.9797,0.0133,0.007,12.285342896825393
0.9797,0.0134,0.0069,12.327250438146146
0.9797,0.0135,0.0068,12.369048957081954
0.9797,0.0136,0.0067,12.410517024247675
0.9797,0.0137,0.0066,12.452290223306148
0.9797,0.0138,0.0065,12.493675321270489
0.9797,0.0139,0.0064,12.535281446599873
0.9797,0.014,0.0063,12.576773115478886
0.9797,0.0141,0.0062,12.618371233984547
0.9797,0.0142,0.0061,12.65979141610708
0.9797,0.0143,0.006,12.700986542069188
0.9797,0.0144,0.0059,12.74247985438009
0.9797,0.0145,0.0058,12.783458772143494
0.9797,0.0146,0.0057,12.824989213178927
0.9797,0.0147,0.0056,12.865928866146392
0.9797,0.0148,0.0055,12.907272975712997
0.9797,0.0149,0.0054,12.948388977416768
0.9797,0.015,0.0053,12.989436287412248
0.9797,0.0151,0.0052,13.030338989027426
0.9797,0.0152,0.0051,13.071517564357558
0.9797,0.0153,0.005,13.112359031914272
0.9797,0.0154,0.0049,13.153198998899507
0.9797,0.0155,0.0048,13.194161920506124
0.9797,0.0156,0.0047,13.234768704038293
0.9797,0.0157,0.0046,13.275531445500992
0.9797,0.0158,0.0045,13.316284486074725
0.9797,0.0159,0.0044,13.35722098369821
0.9797,0.016,0.0043,13.397763889152824
0.9797,0.0161,0.0042,13.438365024787837
0.9797,0.0162,0.0041,13.478929002954027
0.9797,0.0163,0.004,13.519645135877047
0.9797,0.0164,0.0039,13.5601240417748
0.9797,0.0165,0.0038,13.60072588351682
0.9797,0.0166,0.0037,13.641133297857827
0.9797,0.0167,0.0036,13.68150019624934
0.9797,0.0168,0.0035,13.721811624601111
0.9797,0.0169,0.0034,13.761997155071636
0.9797,0.017,0.0033,13.802646434484343
0.9797,0.0171,0.0032,13.842936947456412
0.9797,0.0172,0.0031,13.883206546280999
0.9797,0.0173,0.003,13.923293099661523
0.9797,0.0174,0.0029,13.963459607074899
0.9797,0.0175,0.0028,14.003549084149352
0.9797,0.0176,0.0027,14.043878955251968
0.9797,0.0177,0.0026,14.083851894590477
0.9797,0.0178,0.0025,14.123867501541765
0.9797,0.0179,0.0024,14.164084843943582
0.9797,0.018,0.0023,14.204102959077911
0.9797,0.0181,0.0022,14.244052907063702
0.9797,0.0182,0.0021,14.284051524214231
0.9797,0.0183,0.002,14.323857679410429
0.9797,0.0184,0.0019,14.36397172597966
0.9797,0.0185,0.0018,14.403681439136404
0.9797,0.0186,0.0017,14.44374334731201
0.9797,0.0187,0.0016,14.483617773847898
0.9797,0.0188,0.0015,14.523515842109417
0.9797,0.0189,0.0014,14.563279600837248
0.9797,0.019,0.0013,14.603379358411553
0.9797,0.0191,0.0012,14.642873617842293
0.9797,0.0192,0.0011,14.682904935428565
0.9797,0.0193,0.001,14.722748376301377
0.9797,0.0194,0.0009,14.76270922893673
0.9797,0.0195,0.0008,14.80251334169602
0.9797,0.0196,0.0007,14.842290593969054
0.9797,0.0197,0.0006,14.882393046401242
0.9797,0.0198,0.0005,14.922413127059986
0.9797,0.0199,0.0004,14.962380066145592
0.9797,0.02,0.0003,15.002379082149135
0.9797,0.0201,0.0002,15.04289848002393
0.9797,0.0202,0.0001,15.083397624571132
0.9798,0.0102,0.01,10.963457645517394
0.9798,0.0103,0.0099,11.007280291405033
0.9798,0.0104,0.0098,11.050416565738573
0.9798,0.0105,0.0097,11.093957789915166
0.9798,0.0106,0.0096,11.137127343483012
0.9798,0.0107,0.0095,11.180554827998764
0.9798,0.0108,0.0094,11.223691263590998
0.9798,0.0109,0.0093,11.266784408020097
0.9798,0.011,0.0092,11.30993646894319
0.9798,0.0111,0.0091,11.352991981013776
0.9798,0.0112,0.009,11.396063853619435
0.9798,0.0113,0.0089,11.439002658350953
0.9798,0.0114,0.0088,11.481480638830568
0.9798,0.0115,0.0087,11.524493804479635
0.9798,0.0116,0.0086,11.566947164631646
0.9798,0.0117,0.0085,11.60985777106348
0.9798,0.0118,0.0084,11.652489092819387
0.9798,0.0119,0.0083,11.694889379360063
0.9798,0.012,0.0082,11.737465073042781
0.9798,0.0121,0.0081,11.779902754991564
0.9798,0.0122,0.008,11.822524547958569
0.9798,0.0123,0.0079,11.86475702060751
0.9798,0.0124,0.0078,11.906963124750508
0.9798,0.0125,0.0077,11.94901056265008
0.9798,0.0126,0.0076,11.991451219696584
0.9798,0.0127,0.0075,12.033397583694132
0.9798,0.0128,0.0074,12.075454162203265
0.9798,0.0129,0.0073,12.117464504768755
0.9798,0.013,0.0072,12.159438120638248
0.9798,0.0131,0.0071,12.201564508813698
0.9798,0.0132,0.007,12.243477706964102
0.9798,0.0133,0.0069,12.285141984391554
0.9798,0.0134,0.0068,12.327049647376127
0.9798,0.0135,0.0067,12.368603753788333
0.9798,0.0136,0.0066,12.41026301268009
0.9798,0.0137,0.0065,12.45209730693134
0.9798,0.0138,0.0064,12.493562488340398
0.9798,0.0139,0.0063,12.534996617401513
0.9798,0.014,0.0062,12.576349466783128
0.9798,0.0141,0.0061,12.618128436609007
0.9798,0.0142,0.006,12.659586025078244
0.9798,0.0143,0.0059,12.700914389448124
0.9798,0.0144,0.0058,12.742386273271668
0.9798,0.0145,0.0057,12.783264880398782
0.9798,0.0146,0.0056,12.824655778744923
0.9798,0.0147,0.0055,12.865865381204523
0.9798,0.0148,0.0054,12.906951341670664
0.9798,0.0149,0.0053,12.948143965802641
0.9798,0.015,0.0052,12.988923307592511
0.9798,0.0151,0.0051,13.030009891286442
0.9798,0.0152,0.005,13.071233846816305
0.9798,0.0153,0.0049,13.11209756980824
0.9798,0.0154,0.0048,13.153039069013293
0.9798,0.0155,0.0047,13.193820960699536
0.9798,0.0156,0.0046,13.234737931076461
0.9798,0.0157,0.0045,13.275369466119992
0.9798,0.0158,0.0044,13.316262380691413
0.9798,0.0159,0.0043,13.356994902108564
0.9798,0.016,0.0042,13.397461131480638
0.9798,0.0161,0.0041,13.43809273961899
